x,y,z
-0.3999999999999997,0.5149999999999998,1.2250000000000003
-0.3999999999999997,0.5149999999999998,1.2500000000000004
-0.3999999999999997,0.5149999999999998,1.2750000000000004
-0.3999999999999997,0.5149999999999998,1.3000000000000005
-0.3999999999999997,0.5149999999999998,1.3250000000000006
-0.3999999999999997,0.5399999999999998,1.2000000000000004
-0.3999999999999997,0.5399999999999998,1.2250000000000003
-0.3999999999999997,0.5399999999999998,1.2500000000000004
-0.3999999999999997,0.5399999999999998,1.2750000000000004
-0.3999999999999997,0.5399999999999998,1.3000000000000005
-0.3999999999999997,0.5399999999999998,1.3250000000000006
-0.3999999999999997,0.5399999999999998,1.3500000000000003
-0.3999999999999997,0.5649999999999998,1.2000000000000004
-0.3999999999999997,0.5649999999999998,1.2250000000000003
-0.3999999999999997,0.5649999999999998,1.2500000000000004
-0.3999999999999997,0.5649999999999998,1.2750000000000004
-0.3999999999999997,0.5649999999999998,1.3000000000000005
-0.3999999999999997,0.5649999999999998,1.3250000000000006
-0.3999999999999997,0.5649999999999998,1.3500000000000003
-0.3999999999999997,0.5899999999999999,1.2000000000000004
-0.3999999999999997,0.5899999999999999,1.2250000000000003
-0.3999999999999997,0.5899999999999999,1.2500000000000004
-0.3999999999999997,0.5899999999999999,1.2750000000000004
-0.3999999999999997,0.5899999999999999,1.3000000000000005
-0.3999999999999997,0.5899999999999999,1.3250000000000006
-0.3999999999999997,0.5899999999999999,1.3500000000000003
-0.3999999999999997,0.6149999999999998,1.2250000000000003
-0.3999999999999997,0.6149999999999998,1.2500000000000004
-0.3999999999999997,0.6149999999999998,1.2750000000000004
-0.3999999999999997,0.6149999999999998,1.3250000000000006
-0.3999999999999997,0.6149999999999998,1.3500000000000003
-0.3999999999999997,0.6399999999999998,1.2500000000000004
-0.3999999999999997,0.6399999999999998,1.2750000000000004
-0.3999999999999997,0.6399999999999998,1.3000000000000005
-0.3999999999999997,0.6399999999999998,1.3250000000000006
-0.3999999999999997,0.6399999999999998,1.3500000000000003
-0.3749999999999996,0.5149999999999998,1.2000000000000004
-0.3749999999999996,0.5149999999999998,1.2250000000000003
-0.3749999999999996,0.5149999999999998,1.2500000000000004
-0.3749999999999996,0.5149999999999998,1.3000000000000005
-0.3749999999999996,0.5149999999999998,1.3250000000000006
-0.3749999999999996,0.5149999999999998,1.3500000000000003
-0.3749999999999996,0.5399999999999998,1.2000000000000004
-0.3749999999999996,0.5399999999999998,1.2500000000000004
-0.3749999999999996,0.5399999999999998,1.2750000000000004
-0.3749999999999996,0.5399999999999998,1.3000000000000005
-0.3749999999999996,0.5399999999999998,1.3250000000000006
-0.3749999999999996,0.5399999999999998,1.3500000000000003
-0.3749999999999996,0.5649999999999998,1.2250000000000003
